hand_kind,hand_value,dealer_upcard,true_count_bucket,best_action,best_action_value,visits
pair,A,9,,SPLIT,0.11755121042830498,12979
pair,A,10,,SPLIT,0.0883092265216141,48857
pair,A,11,,SPLIT,0.05386673151750969,8288
soft,13,2,,HIT,0.04042917120199045,13064
soft,13,3,,HIT,0.07271125567527313,14937
soft,13,4,,HIT,0.1140810750941447,13834
soft,13,5,,HIT,0.14146791595684247,14278
soft,13,6,,DOUBLE,0.1813797135340543,13865
soft,13,7,,HIT,0.11557449110705353,15018
soft,13,8,,HIT,0.044703520691785036,13756
soft,13,9,,HIT,-0.022212543554006915,13964
soft,13,10,,HIT,-0.1116030422162621,55208
soft,13,11,,HIT,-0.09689234184239737,9117
soft,14,2,,HIT,0.012166380024205333,16047
soft,14,3,,HIT,0.07041459058005092,14304
soft,14,4,,HIT,0.07837521156099443,15907
soft,14,5,,DOUBLE,0.1570112893642302,14915
soft,14,6,,HIT,0.14536322063123108,13745
soft,14,7,,HIT,0.061402400505369596,16049
soft,14,8,,HIT,-0.01079067377480882,15808
soft,14,9,,HIT,-0.08223029970509588,14848
soft,14,10,,HIT,-0.14935386401270184,59366
soft,14,11,,HIT,-0.1380699685534593,10317
soft,15,2,,HIT,-0.005358792731752409,16475
soft,15,3,,HIT,0.04082985351627239,15381
soft,15,4,,HIT,0.08380658770079502,15833
soft,15,5,,DOUBLE,0.14270557029177783,15352
soft,15,6,,DOUBLE,0.1739577216676452,15372
soft,15,7,,HIT,0.0273728435928449,15914
soft,15,8,,HIT,-0.05533938607868607,16462
soft,15,9,,HIT,-0.12150170648464151,16439
soft,15,10,,HIT,-0.17711593414069937,59524
soft,15,11,,HIT,-0.17864377351210622,10893
soft,16,2,,HIT,-0.012808375563846938,18443
soft,16,3,,HIT,1.6845791254993525e-17,18097
soft,16,4,,HIT,0.045834746241663796,18039
soft,16,5,,DOUBLE,0.13975866809225618,15858
soft,16,6,,DOUBLE,0.20749195200468284,16033
soft,16,7,,HIT,-0.024489571294920437,18398
soft,16,8,,HIT,-0.07132468113672007,18104
soft,16,9,,HIT,-0.14973651754681114,18045
soft,16,10,,HIT,-0.2161469520776226,68452
soft,16,11,,HIT,-0.21935429628384068,12021
soft,17,2,,HIT,-0.009253790116164548,20692
soft,17,3,,DOUBLE,0.044582136920054444,20819
soft,17,4,,HIT,0.051764705882353136,20456
soft,17,5,,HIT,0.1075878325289034,18154
soft,17,6,,DOUBLE,0.27994847574065856,16590
soft,17,7,,HIT,0.05470689325949946,21201
soft,17,8,,HIT,-0.09419402905646308,19755
soft,17,9,,HIT,-0.14621370847051782,20270
soft,17,10,,HIT,-0.20625275895198833,78173
soft,17,11,,HIT,-0.22065450247469917,13686
soft,18,2,,STAND,0.10569034735555977,23450
soft,18,3,,DOUBLE,0.19012345679012202,22377
soft,18,4,,STAND,0.18153032011798464,23297
soft,18,5,,STAND,0.2028352217875098,20289
soft,18,6,,DOUBLE,0.3795389483200225,17487
soft,18,7,,STAND,0.40056194573711446,23205
soft,18,8,,HIT,0.028475132869550092,23428
soft,18,9,,HIT,-0.10528363887928023,23542
soft,18,10,,STAND,-0.18478977352982848,86327
soft,18,11,,HIT,-0.1584269662921344,15425
soft,19,2,,STAND,0.3739082739124926,24422
soft,19,3,,STAND,0.3963428165638446,22805
soft,19,4,,STAND,0.4154475043029247,23981
soft,19,5,,STAND,0.44035163155128704,21169
soft,19,6,,STAND,0.4467122811086629,18137
soft,19,7,,STAND,0.6129336891808689,24626
soft,19,8,,STAND,0.5939837398373962,24854
soft,19,9,,STAND,0.28744861500633817,26325
soft,19,10,,STAND,0.06563527107333796,91370
